,0,1,2
0,0.09354109837123528,0.08586919611798527,0.3
1,0.09274299164684792,0.08686168160808674,0.27325887780445324
2,0.09193761902271072,0.08784958789515597,0.2487179926893317
3,0.09112397070633617,0.08883222906990416,0.22655517216505627
4,0.09030179976811907,0.08980929969975386,0.20648615030106207
5,0.08947098584984944,0.09078062773707478,0.188362929540624
6,0.08863133838865818,0.09174593047136426,0.17194697567889192
7,0.08778283507525186,0.09270513043329794,0.15719186916252925
8,0.08692530521721814,0.09365792578994701,0.14386369143174957
9,0.08605859455147995,0.09460404572882879,0.1317517991457536
10,0.0851826829453721,0.09554334465807253,0.12078201179243221
11,0.08429752680710015,0.09647565508498379,0.11085628179567775
12,0.08340307088468969,0.09740079411077471,0.10186259441789329
13,0.08249931356034464,0.09831860620153324,0.09373293210428572
14,0.08158623351965094,0.09922892577386916,0.08638311977278924
15,0.08066381671641559,0.10013159005372692,0.07973390912768848
16,0.07973207753779361,0.10102644860862135,0.07372688208281537
17,0.07879101544179737,0.10191334452603316,0.06829268349423358
18,0.07784064933508615,0.10279213169122578,0.06337695559423234
19,0.07688101628143684,0.10366267397198456,0.05893931082232416
20,0.07591213656660875,0.10452482601178226,0.05492645249949711
21,0.0749340341091145,0.10537844463853253,0.051287827256448267
22,0.07394676862687391,0.1062234081823454,0.04799992281333517
23,0.07295038904712586,0.10705958849212467,0.04503107614726491
24,0.07194493819229929,0.10788685375004241,0.042345012965926514
25,0.07093047117318739,0.10870507986378394,0.039913943101494084
26,0.06990705924984848,0.10951415289383928,0.03772122615126569
27,0.06887476091001364,0.11031395087092481,0.03574140345069484
28,0.06783365009519703,0.11110436225290257,0.03395874988417512
29,0.0667837647425312,0.11188525122536362,0.03233483539065323
30,0.065725212553113,0.11265652900511507,0.030875224193556067
31,0.06465805792644438,0.11341807761729338,0.02955817383002039
32,0.06358237226683104,0.11416978417029576,0.02836614824648737
33,0.06249823852762924,0.11491154436395319,0.027288423638482544
34,0.0614057406608986,0.11564325434462865,0.026315038489922594
35,0.0603049675679738,0.11636481375507124,0.025439058977571392
36,0.05919600749171215,0.11707612221466737,0.024652644867238248
37,0.05807894354512001,0.11777707649452761,0.023943928983218496
38,0.056953867014030976,0.11846757892181962,0.023306301025361752
39,0.05582087198873849,0.1191475339881544,0.022734661034755233
40,0.054680052287857654,0.11981684616638358,0.02222297751315975
41,0.05353150030712849,0.1204754190902105,0.02176336945313441
42,0.05237531241115685,0.12112315939656064,0.021350405738514575
43,0.05121158659548756,0.12175997505948151,0.020979240870223126
44,0.050040422164661286,0.12238577589986098,0.020645714494729534
45,0.048861919714512175,0.12300047361567322,0.020346357945998327
46,0.0476761815563041,0.12360398105730568,0.020078237504093203
47,0.04648329947935409,0.12419620011391791,0.01983577156555772
48,0.04528341027601438,0.12477707942208824,0.019625042144775628
49,0.04407659333079784,0.12534650837713743,0.019436256302204188
50,0.04286295849997576,0.12590440774852113,0.019268227457966986
